id;date;enfant_id;type_demande;heure_depart;lieu_depart;lieu_arrivee;distance_km;duree_estimee;cout_taxi_estime
TRA_1295;02/04/2024;ENF_154;Visite éducative;19:00;Tournefeuille;Portet-sur-Garonne;27;30;75
TRA_1296;02/04/2024;ENF_157;Audience tribunal;08:00;Cugnaux;Saint-Orens-de-Gameville;48;60;40
TRA_1297;02/04/2024;ENF_152;Consultation psychologique;16:15;Tournefeuille;Cugnaux;47;45;77
TRA_1298;02/04/2024;ENF_024;Audience tribunal;15:00;Toulouse;Portet-sur-Garonne;9;120;51
TRA_1299;02/04/2024;ENF_037;Réunion éducative;10:45;Saint-Orens-de-Gameville;Pins-Justaret;15;120;40
TRA_1300;02/04/2024;ENF_013;Formation professionnelle;15:45;Blagnac;Balma;35;30;31
TRA_1301;02/04/2024;ENF_013;Consultation psychologique;08:00;Blagnac;L'Union;39;180;30
TRA_1302;02/04/2024;ENF_016;Formation professionnelle;14:15;Muret;Saint-Orens-de-Gameville;38;90;34
TRA_1303;02/04/2024;ENF_126;Visite éducative;09:30;Castanet-Tolosan;Plaisance-du-Touch;7;90;34
TRA_1304;02/04/2024;ENF_091;Activité thérapeutique;18:45;Plaisance-du-Touch;Pibrac;45;15;55
TRA_1305;02/04/2024;ENF_023;Audience tribunal;14:15;Tournefeuille;Castanet-Tolosan;33;120;48
TRA_1306;02/04/2024;ENF_015;Transport d'urgence;16:45;Tournefeuille;L'Union;45;45;26
TRA_1307;02/04/2024;ENF_091;Réunion éducative;14:45;Plaisance-du-Touch;Portet-sur-Garonne;13;45;45
TRA_1308;02/04/2024;ENF_028;Visite éducative;18:45;Saint-Orens-de-Gameville;L'Union;15;180;50
TRA_1309;02/04/2024;ENF_102;Activité thérapeutique;09:30;Fonsorbes;Lèguevin;7;15;58
TRA_1310;02/04/2024;ENF_099;Visite familiale encadrée;15:45;Balma;Balma;5;45;51
TRA_1311;03/04/2024;ENF_141;Transport d'urgence;16:30;Ramonville-Saint-Agne;Portet-sur-Garonne;8;180;28
TRA_1312;03/04/2024;ENF_189;Consultation spécialisée;11:45;Frouzins;Muret;31;30;43
TRA_1313;03/04/2024;ENF_024;Transport d'urgence;13:15;Toulouse;Ramonville-Saint-Agne;13;180;75
TRA_1314;03/04/2024;ENF_016;Audience tribunal;19:30;Muret;Pins-Justaret;26;60;23
TRA_1315;03/04/2024;ENF_081;Visite éducative;15:45;Pibrac;Blagnac;43;120;64
TRA_1316;03/04/2024;ENF_088;Audience tribunal;17:00;Saint-Orens-de-Gameville;Ramonville-Saint-Agne;10;15;78
TRA_1317;03/04/2024;ENF_032;Formation professionnelle;12:45;L'Union;Fonsorbes;15;30;68
TRA_1318;03/04/2024;ENF_117;Audience tribunal;18:30;Tournefeuille;Blagnac;31;60;70
TRA_1319;03/04/2024;ENF_170;Transport d'urgence;18:45;Ramonville-Saint-Agne;Blagnac;45;15;79
TRA_1320;03/04/2024;ENF_051;Consultation psychologique;16:15;L'Union;Saint-Orens-de-Gameville;17;45;40
TRA_1321;03/04/2024;ENF_090;Visite familiale encadrée;12:30;Saint-Orens-de-Gameville;Pins-Justaret;34;60;27
TRA_1322;03/04/2024;ENF_013;Visite familiale encadrée;17:15;Blagnac;Ramonville-Saint-Agne;47;180;45
TRA_1323;03/04/2024;ENF_012;Consultation psychologique;15:45;Frouzins;L'Union;45;45;33
TRA_1324;03/04/2024;ENF_150;Réunion éducative;17:30;Colomiers;Lèguevin;37;90;71
TRA_1325;03/04/2024;ENF_062;Rendez-vous médical;11:15;Saint-Orens-de-Gameville;Balma;6;180;38
TRA_1326;03/04/2024;ENF_062;Formation professionnelle;12:45;Saint-Orens-de-Gameville;Colomiers;35;15;23
TRA_1327;03/04/2024;ENF_072;Visite éducative;15:45;Cugnaux;Frouzins;27;90;21
TRA_1328;03/04/2024;ENF_155;Consultation psychologique;08:30;Castanet-Tolosan;Pins-Justaret;19;90;58
TRA_1329;03/04/2024;ENF_100;Activité thérapeutique;11:00;L'Union;Lèguevin;44;15;36
TRA_1330;03/04/2024;ENF_195;Formation professionnelle;17:00;Saint-Orens-de-Gameville;Portet-sur-Garonne;14;15;73
TRA_1331;04/04/2024;ENF_011;Rendez-vous médical;18:45;Ramonville-Saint-Agne;Clinique Saint-Jean;42;120;78
TRA_1332;04/04/2024;ENF_119;Loisirs encadrés;18:45;Pibrac;Plaisance-du-Touch;20;45;76
TRA_1333;04/04/2024;ENF_074;Transport d'urgence;09:15;Frouzins;Plaisance-du-Touch;16;180;23
TRA_1334;04/04/2024;ENF_110;Transport scolaire;12:00;Saint-Orens-de-Gameville;Villefranche de Lauragais;37;180;63
TRA_1335;04/04/2024;ENF_091;Formation professionnelle;16:30;Plaisance-du-Touch;Ramonville-Saint-Agne;8;30;24
TRA_1336;04/04/2024;ENF_129;Transport scolaire;09:45;Saint-Gaudens;Saint-Gaudens;30;15;63
TRA_1337;04/04/2024;ENF_072;Activité thérapeutique;11:45;Cugnaux;Toulouse;14;60;75
TRA_1338;04/04/2024;ENF_135;Formation professionnelle;14:30;Blagnac;L'Union;40;15;59
TRA_1339;04/04/2024;ENF_171;Formation professionnelle;12:15;Castanet-Tolosan;Cugnaux;24;120;52
TRA_1340;04/04/2024;ENF_085;Rendez-vous médical;08:30;Frouzins;Clinique Saint-Jean;12;60;50
TRA_1341;04/04/2024;ENF_051;Réunion éducative;19:30;L'Union;Plaisance-du-Touch;44;60;23
TRA_1342;04/04/2024;ENF_128;Réunion éducative;08:15;Pibrac;Portet-sur-Garonne;20;15;24
TRA_1343;04/04/2024;ENF_032;Audience tribunal;08:00;L'Union;Ramonville-Saint-Agne;27;180;63
TRA_1344;04/04/2024;ENF_156;Transport scolaire;18:00;Saint-Orens-de-Gameville;Villefranche de Lauragais;39;120;28
TRA_1345;04/04/2024;ENF_138;Consultation spécialisée;10:30;Pibrac;Ramonville-Saint-Agne;48;45;61
TRA_1346;04/04/2024;ENF_080;Activité thérapeutique;14:45;Pibrac;Ramonville-Saint-Agne;49;90;74
TRA_1347;04/04/2024;ENF_006;Consultation spécialisée;10:45;Blagnac;Tournefeuille;32;30;40
TRA_1348;04/04/2024;ENF_132;Visite familiale encadrée;14:30;Saint-Orens-de-Gameville;Castanet-Tolosan;12;60;56
TRA_1349;04/04/2024;ENF_031;Formation professionnelle;17:30;Tournefeuille;Toulouse;30;180;57
TRA_1350;04/04/2024;ENF_161;Transport d'urgence;08:30;Blagnac;Blagnac;49;15;37
TRA_1351;07/04/2024;ENF_138;Visite familiale encadrée;08:45;Pibrac;Cornebarrieu;44;30;62
TRA_1352;07/04/2024;ENF_027;Transport d'urgence;13:00;Lèguevin;Pibrac;10;30;66
TRA_1353;07/04/2024;ENF_058;Visite éducative;13:15;Cugnaux;Plaisance-du-Touch;30;45;56
TRA_1354;07/04/2024;ENF_088;Visite familiale encadrée;09:45;Saint-Orens-de-Gameville;Blagnac;24;15;23
TRA_1355;07/04/2024;ENF_154;Transport d'urgence;09:00;Tournefeuille;Toulouse;46;180;44
TRA_1356;07/04/2024;ENF_191;Transport scolaire;09:45;Saint-Orens-de-Gameville;Toulouse;20;15;23
TRA_1357;07/04/2024;ENF_085;Transport scolaire;15:45;Frouzins;Toulouse;40;90;48
TRA_1358;07/04/2024;ENF_050;Visite familiale encadrée;17:45;Castanet-Tolosan;Balma;35;60;36
TRA_1359;07/04/2024;ENF_091;Transport scolaire;08:00;Plaisance-du-Touch;Saint-Gaudens;16;60;29
TRA_1360;07/04/2024;ENF_023;Loisirs encadrés;11:45;Tournefeuille;Saint-Orens-de-Gameville;21;45;46
TRA_1361;07/04/2024;ENF_144;Transport scolaire;16:15;Pins-Justaret;Toulouse;20;180;61
TRA_1362;07/04/2024;ENF_174;Visite familiale encadrée;15:15;Muret;Ramonville-Saint-Agne;6;15;56
TRA_1363;07/04/2024;ENF_011;Loisirs encadrés;10:15;Ramonville-Saint-Agne;Colomiers;40;120;43
TRA_1364;07/04/2024;ENF_174;Transport d'urgence;16:45;Muret;Plaisance-du-Touch;42;180;60
TRA_1365;07/04/2024;ENF_047;Transport scolaire;11:45;Muret;Toulouse;17;90;61
TRA_1366;07/04/2024;ENF_163;Activité thérapeutique;13:45;Saint-Orens-de-Gameville;Pins-Justaret;36;180;70
TRA_1367;07/04/2024;ENF_076;Formation professionnelle;08:15;L'Union;Balma;36;90;23
TRA_1368;07/04/2024;ENF_048;Réunion éducative;12:00;Toulouse;Plaisance-du-Touch;23;45;46
TRA_1369;07/04/2024;ENF_032;Transport d'urgence;10:30;L'Union;L'Union;36;60;42
TRA_1370;07/04/2024;ENF_076;Consultation psychologique;12:15;L'Union;L'Union;13;30;24
TRA_1371;08/04/2024;ENF_017;Activité thérapeutique;11:00;Cornebarrieu;Pibrac;32;15;42
TRA_1372;08/04/2024;ENF_062;Consultation psychologique;08:45;Saint-Orens-de-Gameville;Blagnac;34;90;50
TRA_1373;08/04/2024;ENF_175;Activité thérapeutique;19:15;Toulouse;Tournefeuille;9;120;73
TRA_1374;08/04/2024;ENF_055;Visite familiale encadrée;16:15;Balma;Cugnaux;6;120;45
TRA_1375;08/04/2024;ENF_190;Audience tribunal;15:45;Frouzins;Muret;18;90;22
TRA_1376;08/04/2024;ENF_052;Formation professionnelle;16:45;Toulouse;Portet-sur-Garonne;23;45;55
TRA_1377;08/04/2024;ENF_138;Visite éducative;17:15;Pibrac;Blagnac;38;30;49
TRA_1378;08/04/2024;ENF_140;Réunion éducative;18:15;Saint-Gaudens;Saint-Orens-de-Gameville;47;180;21
TRA_1379;08/04/2024;ENF_008;Audience tribunal;15:15;Tournefeuille;Lèguevin;10;15;38
TRA_1380;08/04/2024;ENF_131;Consultation spécialisée;16:15;Saint-Orens-de-Gameville;Blagnac;13;45;72
TRA_1381;08/04/2024;ENF_185;Consultation spécialisée;13:45;Muret;Frouzins;13;90;79
TRA_1382;08/04/2024;ENF_163;Visite éducative;16:30;Saint-Orens-de-Gameville;Saint-Orens-de-Gameville;15;60;55
TRA_1383;08/04/2024;ENF_051;Audience tribunal;16:00;L'Union;Castanet-Tolosan;41;120;69
TRA_1384;08/04/2024;ENF_026;Loisirs encadrés;15:45;Saint-Orens-de-Gameville;Saint-Orens-de-Gameville;11;90;70
TRA_1385;08/04/2024;ENF_194;Formation professionnelle;16:15;Fonsorbes;Plaisance-du-Touch;24;60;44
TRA_1386;08/04/2024;ENF_058;Transport d'urgence;18:30;Cugnaux;Saint-Gaudens;32;45;68
TRA_1387;08/04/2024;ENF_153;Audience tribunal;18:00;Fonsorbes;Pibrac;37;90;25
TRA_1388;08/04/2024;ENF_183;Transport d'urgence;18:30;Balma;Pibrac;7;60;67
TRA_1389;08/04/2024;ENF_108;Consultation psychologique;18:30;Castanet-Tolosan;Colomiers;37;120;78
TRA_1390;09/04/2024;ENF_014;Transport d'urgence;13:45;Blagnac;Fonsorbes;32;15;32
TRA_1391;09/04/2024;ENF_044;Loisirs encadrés;09:45;Balma;Cugnaux;48;30;69
TRA_1392;09/04/2024;ENF_033;Loisirs encadrés;15:15;Pibrac;L'Union;33;60;21
TRA_1393;09/04/2024;ENF_163;Transport d'urgence;15:00;Saint-Orens-de-Gameville;Cugnaux;33;30;51
TRA_1394;09/04/2024;ENF_101;Consultation psychologique;19:45;Toulouse;Portet-sur-Garonne;42;15;40
TRA_1395;09/04/2024;ENF_169;Consultation spécialisée;13:30;Fonsorbes;Toulouse;38;120;43
TRA_1396;09/04/2024;ENF_007;Rendez-vous médical;12:15;Frouzins;Balma;36;45;68
TRA_1397;09/04/2024;ENF_065;Loisirs encadrés;11:15;Cugnaux;Lèguevin;9;120;25
TRA_1398;09/04/2024;ENF_134;Visite familiale encadrée;16:00;Ramonville-Saint-Agne;Pibrac;21;60;34
TRA_1399;09/04/2024;ENF_016;Visite familiale encadrée;15:30;Muret;Lèguevin;5;45;45
TRA_1400;09/04/2024;ENF_011;Consultation spécialisée;18:15;Ramonville-Saint-Agne;Fonsorbes;43;45;59
TRA_1401;09/04/2024;ENF_091;Consultation spécialisée;16:30;Plaisance-du-Touch;Fonsorbes;17;90;74
TRA_1402;09/04/2024;ENF_163;Loisirs encadrés;19:45;Saint-Orens-de-Gameville;Colomiers;31;15;53
TRA_1403;09/04/2024;ENF_044;Activité thérapeutique;16:00;Balma;Pins-Justaret;40;60;63
TRA_1404;09/04/2024;ENF_184;Réunion éducative;14:15;Ramonville-Saint-Agne;Portet-sur-Garonne;20;60;53
TRA_1405;09/04/2024;ENF_103;Consultation spécialisée;17:00;Castanet-Tolosan;Cornebarrieu;47;180;60
TRA_1406;09/04/2024;ENF_200;Loisirs encadrés;11:15;Lèguevin;Blagnac;5;30;30
TRA_1407;09/04/2024;ENF_151;Formation professionnelle;18:00;Muret;Plaisance-du-Touch;17;30;20
TRA_1408;10/04/2024;ENF_061;Audience tribunal;11:30;Pins-Justaret;Muret;41;45;65
TRA_1409;10/04/2024;ENF_184;Rendez-vous médical;08:00;Ramonville-Saint-Agne;Clinique Saint-Jean;44;120;50
TRA_1410;10/04/2024;ENF_182;Consultation spécialisée;13:30;Saint-Orens-de-Gameville;Pibrac;30;60;59
TRA_1411;10/04/2024;ENF_101;Consultation psychologique;12:00;Toulouse;Colomiers;45;120;40
TRA_1412;10/04/2024;ENF_187;Consultation psychologique;15:00;Frouzins;Saint-Gaudens;36;15;46
TRA_1413;10/04/2024;ENF_105;Transport d'urgence;15:15;Toulouse;Muret;33;15;65
TRA_1414;10/04/2024;ENF_029;Formation professionnelle;09:30;Tournefeuille;Ramonville-Saint-Agne;27;15;50
TRA_1415;10/04/2024;ENF_015;Visite éducative;12:00;Tournefeuille;Ramonville-Saint-Agne;5;120;44
TRA_1416;10/04/2024;ENF_079;Transport scolaire;14:15;Balma;Saint-Gaudens;18;90;44
TRA_1417;10/04/2024;ENF_005;Loisirs encadrés;09:15;Lèguevin;Fonsorbes;15;30;49
TRA_1418;10/04/2024;ENF_002;Visite éducative;14:00;Colomiers;Lèguevin;46;180;21
TRA_1419;10/04/2024;ENF_111;Consultation psychologique;10:45;Frouzins;Castanet-Tolosan;18;30;56
TRA_1420;10/04/2024;ENF_003;Transport d'urgence;18:45;Castanet-Tolosan;Castanet-Tolosan;46;180;25
TRA_1421;10/04/2024;ENF_014;Visite éducative;10:45;Blagnac;Lèguevin;18;60;77
TRA_1422;10/04/2024;ENF_006;Réunion éducative;18:15;Blagnac;Castanet-Tolosan;38;45;75
TRA_1423;10/04/2024;ENF_139;Consultation psychologique;14:00;Pibrac;Frouzins;22;90;78
TRA_1424;10/04/2024;ENF_165;Loisirs encadrés;09:15;Castanet-Tolosan;Cornebarrieu;45;120;61
TRA_1425;11/04/2024;ENF_138;Audience tribunal;11:30;Pibrac;Lèguevin;27;60;71
TRA_1426;11/04/2024;ENF_062;Consultation spécialisée;17:00;Saint-Orens-de-Gameville;Cornebarrieu;9;15;49
TRA_1427;11/04/2024;ENF_184;Formation professionnelle;15:45;Ramonville-Saint-Agne;Muret;43;30;58
TRA_1428;11/04/2024;ENF_044;Rendez-vous médical;11:00;Balma;Clinique Saint-Jean;41;90;72
TRA_1429;11/04/2024;ENF_115;Rendez-vous médical;16:00;Saint-Orens-de-Gameville;Toulouse;6;60;75
TRA_1430;11/04/2024;ENF_077;Activité thérapeutique;18:45;Plaisance-du-Touch;Pibrac;42;30;22
TRA_1431;11/04/2024;ENF_011;Consultation spécialisée;16:45;Ramonville-Saint-Agne;Pibrac;25;180;70
TRA_1432;11/04/2024;ENF_020;Audience tribunal;08:00;Ramonville-Saint-Agne;Tournefeuille;36;30;78
TRA_1433;11/04/2024;ENF_036;Réunion éducative;15:15;Ramonville-Saint-Agne;Portet-sur-Garonne;27;180;59
TRA_1434;11/04/2024;ENF_100;Transport scolaire;09:15;L'Union;Saint-Gaudens;37;180;26
TRA_1435;11/04/2024;ENF_087;Formation professionnelle;17:15;Castanet-Tolosan;L'Union;48;180;23
TRA_1436;11/04/2024;ENF_091;Rendez-vous médical;16:00;Plaisance-du-Touch;Clinique Saint-Jean;18;45;59
TRA_1437;11/04/2024;ENF_196;Transport d'urgence;11:00;Saint-Orens-de-Gameville;Muret;42;90;25
TRA_1438;11/04/2024;ENF_058;Visite éducative;12:00;Cugnaux;L'Union;9;15;35
TRA_1439;11/04/2024;ENF_014;Rendez-vous médical;13:15;Blagnac;Toulouse;23;15;74
TRA_1440;11/04/2024;ENF_168;Transport scolaire;18:30;Blagnac;Toulouse;36;30;49
TRA_1441;11/04/2024;ENF_146;Consultation spécialisée;14:30;Balma;Saint-Orens-de-Gameville;15;30;60
TRA_1442;11/04/2024;ENF_162;Consultation psychologique;18:30;Saint-Gaudens;Muret;43;60;52
TRA_1443;11/04/2024;ENF_005;Réunion éducative;16:30;Lèguevin;Ramonville-Saint-Agne;24;45;64
TRA_1444;11/04/2024;ENF_172;Rendez-vous médical;10:15;Toulouse;Balma;19;120;22
TRA_1445;14/04/2024;ENF_128;Visite éducative;09:45;Pibrac;Castanet-Tolosan;21;15;30
TRA_1446;14/04/2024;ENF_028;Consultation psychologique;17:15;Saint-Orens-de-Gameville;Saint-Orens-de-Gameville;21;15;65
TRA_1447;14/04/2024;ENF_134;Activité thérapeutique;15:45;Ramonville-Saint-Agne;Portet-sur-Garonne;23;15;47
TRA_1448;14/04/2024;ENF_127;Activité thérapeutique;17:00;Frouzins;Balma;15;60;52
TRA_1449;14/04/2024;ENF_111;Transport scolaire;18:45;Frouzins;Villefranche de Lauragais;9;15;40
TRA_1450;14/04/2024;ENF_050;Visite familiale encadrée;16:45;Castanet-Tolosan;Balma;24;30;30
TRA_1451;14/04/2024;ENF_041;Consultation spécialisée;17:15;Pins-Justaret;Colomiers;39;60;38
TRA_1452;14/04/2024;ENF_133;Consultation spécialisée;08:15;Toulouse;Plaisance-du-Touch;7;120;52
TRA_1453;14/04/2024;ENF_001;Visite éducative;10:30;L'Union;Pins-Justaret;47;30;56
TRA_1454;14/04/2024;ENF_181;Visite familiale encadrée;08:30;Saint-Gaudens;Fonsorbes;38;120;26
TRA_1455;14/04/2024;ENF_004;Réunion éducative;09:45;Pibrac;Cornebarrieu;35;180;38
TRA_1456;14/04/2024;ENF_055;Transport d'urgence;15:30;Balma;Blagnac;27;15;51
TRA_1457;14/04/2024;ENF_166;Rendez-vous médical;12:00;Saint-Orens-de-Gameville;Clinique Saint-Jean;8;15;56
TRA_1458;14/04/2024;ENF_045;Réunion éducative;16:30;Muret;Castanet-Tolosan;18;90;45
TRA_1459;14/04/2024;ENF_118;Visite éducative;18:15;Ramonville-Saint-Agne;Saint-Orens-de-Gameville;15;45;60
TRA_1460;14/04/2024;ENF_150;Rendez-vous médical;10:30;Colomiers;Balma;47;90;32
TRA_1461;14/04/2024;ENF_101;Activité thérapeutique;09:45;Toulouse;Cugnaux;30;15;79
TRA_1462;14/04/2024;ENF_045;Visite éducative;18:45;Muret;Blagnac;31;30;37
TRA_1463;14/04/2024;ENF_045;Formation professionnelle;14:00;Muret;Pins-Justaret;24;120;41
TRA_1464;14/04/2024;ENF_176;Transport scolaire;18:30;Fonsorbes;Saint-Gaudens;36;180;28
TRA_1465;14/04/2024;ENF_012;Audience tribunal;13:00;Frouzins;Balma;36;45;33
TRA_1466;15/04/2024;ENF_033;Audience tribunal;10:30;Pibrac;Cugnaux;19;30;55
TRA_1467;15/04/2024;ENF_183;Loisirs encadrés;10:30;Balma;Muret;24;120;38
TRA_1468;15/04/2024;ENF_186;Formation professionnelle;09:30;Portet-sur-Garonne;Saint-Orens-de-Gameville;33;180;70
TRA_1469;15/04/2024;ENF_123;Activité thérapeutique;12:45;Plaisance-du-Touch;Pibrac;30;120;59
TRA_1470;15/04/2024;ENF_140;Rendez-vous médical;13:15;Saint-Gaudens;Clinique Saint-Jean;36;180;65
TRA_1471;15/04/2024;ENF_160;Visite familiale encadrée;16:30;Balma;Plaisance-du-Touch;11;180;75
TRA_1472;15/04/2024;ENF_108;Rendez-vous médical;08:45;Castanet-Tolosan;Balma;28;15;40
TRA_1473;15/04/2024;ENF_061;Réunion éducative;13:30;Pins-Justaret;Castanet-Tolosan;33;60;76
TRA_1474;15/04/2024;ENF_142;Loisirs encadrés;13:45;Fonsorbes;Muret;26;180;57
TRA_1475;15/04/2024;ENF_134;Transport d'urgence;15:15;Ramonville-Saint-Agne;Blagnac;33;30;44
TRA_1476;15/04/2024;ENF_109;Rendez-vous médical;19:15;Cugnaux;Clinique Saint-Jean;29;60;38
TRA_1477;15/04/2024;ENF_163;Loisirs encadrés;17:00;Saint-Orens-de-Gameville;Tournefeuille;31;120;60
TRA_1478;15/04/2024;ENF_131;Audience tribunal;15:15;Saint-Orens-de-Gameville;Portet-sur-Garonne;14;60;76
TRA_1479;15/04/2024;ENF_179;Audience tribunal;08:45;Portet-sur-Garonne;Ramonville-Saint-Agne;27;45;67
TRA_1480;15/04/2024;ENF_090;Rendez-vous médical;15:00;Saint-Orens-de-Gameville;Balma;35;45;78
TRA_1481;15/04/2024;ENF_018;Réunion éducative;19:15;Pins-Justaret;Colomiers;25;120;26
TRA_1482;15/04/2024;ENF_104;Transport scolaire;12:15;L'Union;Saint-Gaudens;23;120;32
TRA_1483;15/04/2024;ENF_050;Activité thérapeutique;18:15;Castanet-Tolosan;Portet-sur-Garonne;9;60;76
TRA_1484;15/04/2024;ENF_126;Activité thérapeutique;17:00;Castanet-Tolosan;Blagnac;39;15;48
TRA_1485;15/04/2024;ENF_081;Consultation psychologique;17:00;Pibrac;Colomiers;39;120;66
TRA_1486;15/04/2024;ENF_057;Formation professionnelle;15:30;Blagnac;Pibrac;36;120;31
TRA_1487;16/04/2024;ENF_144;Réunion éducative;17:00;Pins-Justaret;Tournefeuille;35;15;69
TRA_1488;16/04/2024;ENF_059;Visite éducative;11:30;Fonsorbes;Saint-Gaudens;19;180;51
TRA_1489;16/04/2024;ENF_029;Transport d'urgence;09:15;Tournefeuille;Ramonville-Saint-Agne;46;180;57
TRA_1490;16/04/2024;ENF_059;Audience tribunal;08:45;Fonsorbes;Frouzins;10;30;63
TRA_1491;16/04/2024;ENF_108;Consultation psychologique;14:00;Castanet-Tolosan;Toulouse;38;120;65
TRA_1492;16/04/2024;ENF_076;Transport scolaire;08:15;L'Union;Toulouse;15;60;72
TRA_1493;16/04/2024;ENF_171;Transport d'urgence;17:00;Castanet-Tolosan;Balma;41;120;54
TRA_1494;16/04/2024;ENF_105;Visite familiale encadrée;14:30;Toulouse;Pins-Justaret;21;90;58
TRA_1495;16/04/2024;ENF_044;Rendez-vous médical;15:15;Balma;Balma;5;60;55
TRA_1496;16/04/2024;ENF_176;Transport d'urgence;10:30;Fonsorbes;Fonsorbes;41;30;31
TRA_1497;16/04/2024;ENF_096;Transport scolaire;13:30;Tournefeuille;Villefranche de Lauragais;37;90;79
TRA_1498;16/04/2024;ENF_128;Consultation psychologique;17:30;Pibrac;L'Union;30;180;70
TRA_1499;16/04/2024;ENF_152;Loisirs encadrés;08:00;Tournefeuille;Lèguevin;16;180;39
TRA_1500;16/04/2024;ENF_068;Formation professionnelle;10:15;Lèguevin;Toulouse;35;45;66
TRA_1501;16/04/2024;ENF_164;Transport d'urgence;10:15;Saint-Gaudens;Balma;28;60;35
TRA_1502;16/04/2024;ENF_118;Transport d'urgence;11:45;Ramonville-Saint-Agne;Pins-Justaret;45;180;31
TRA_1503;16/04/2024;ENF_154;Visite familiale encadrée;12:30;Tournefeuille;Balma;11;90;54
TRA_1504;16/04/2024;ENF_145;Consultation psychologique;09:45;Blagnac;Cugnaux;31;90;70
TRA_1505;16/04/2024;ENF_049;Transport scolaire;11:00;Saint-Orens-de-Gameville;Villefranche de Lauragais;44;45;63
TRA_1506;16/04/2024;ENF_004;Rendez-vous médical;15:15;Pibrac;Balma;21;60;35
TRA_1507;17/04/2024;ENF_094;Transport d'urgence;15:00;L'Union;Lèguevin;28;45;26
TRA_1508;17/04/2024;ENF_016;Formation professionnelle;19:15;Muret;Cugnaux;47;60;28
TRA_1509;17/04/2024;ENF_154;Transport d'urgence;16:30;Tournefeuille;Cornebarrieu;29;180;68
TRA_1510;17/04/2024;ENF_107;Rendez-vous médical;17:45;Pibrac;Balma;49;60;65
TRA_1511;17/04/2024;ENF_052;Audience tribunal;16:00;Toulouse;Saint-Orens-de-Gameville;9;90;42
TRA_1512;17/04/2024;ENF_161;Transport d'urgence;14:30;Blagnac;Pins-Justaret;35;15;60
TRA_1513;17/04/2024;ENF_073;Consultation psychologique;13:00;Fonsorbes;Ramonville-Saint-Agne;7;15;20
TRA_1514;17/04/2024;ENF_081;Réunion éducative;18:15;Pibrac;Plaisance-du-Touch;8;15;25
TRA_1515;17/04/2024;ENF_048;Activité thérapeutique;14:30;Toulouse;Toulouse;39;120;41
TRA_1516;17/04/2024;ENF_101;Consultation spécialisée;11:45;Toulouse;Frouzins;8;120;44
TRA_1517;17/04/2024;ENF_004;Rendez-vous médical;14:00;Pibrac;Toulouse;44;60;48
TRA_1518;17/04/2024;ENF_158;Activité thérapeutique;13:30;Cugnaux;Blagnac;5;30;52
TRA_1519;17/04/2024;ENF_185;Réunion éducative;13:00;Muret;Cornebarrieu;45;120;77
TRA_1520;17/04/2024;ENF_035;Consultation psychologique;09:45;Colomiers;Frouzins;10;45;43
TRA_1521;17/04/2024;ENF_118;Transport scolaire;14:00;Ramonville-Saint-Agne;Saint-Gaudens;32;60;68
TRA_1522;17/04/2024;ENF_063;Transport scolaire;18:15;Saint-Gaudens;Saint-Gaudens;21;180;77
TRA_1523;17/04/2024;ENF_045;Consultation psychologique;17:45;Muret;Plaisance-du-Touch;49;180;41
TRA_1524;17/04/2024;ENF_004;Consultation psychologique;12:15;Pibrac;Toulouse;34;120;43
TRA_1525;17/04/2024;ENF_142;Réunion éducative;13:15;Fonsorbes;Lèguevin;16;45;63
TRA_1526;17/04/2024;ENF_101;Visite familiale encadrée;18:15;Toulouse;Plaisance-du-Touch;44;120;74
TRA_1527;17/04/2024;ENF_092;Visite familiale encadrée;10:45;Muret;Portet-sur-Garonne;6;60;55
TRA_1528;18/04/2024;ENF_174;Réunion éducative;19:45;Muret;Muret;43;15;51
TRA_1529;18/04/2024;ENF_064;Transport scolaire;19:00;Cornebarrieu;Toulouse;35;45;23
TRA_1530;18/04/2024;ENF_199;Visite éducative;16:15;Balma;Cugnaux;20;30;39
TRA_1531;18/04/2024;ENF_150;Consultation psychologique;18:45;Colomiers;Toulouse;28;60;27
TRA_1532;18/04/2024;ENF_082;Loisirs encadrés;13:30;Cugnaux;Castanet-Tolosan;23;45;49
TRA_1533;18/04/2024;ENF_111;Visite familiale encadrée;16:00;Frouzins;Saint-Gaudens;27;30;48
TRA_1534;18/04/2024;ENF_157;Réunion éducative;08:30;Cugnaux;Pins-Justaret;39;180;44
TRA_1535;18/04/2024;ENF_148;Transport d'urgence;14:00;Fonsorbes;Muret;28;30;48
TRA_1536;18/04/2024;ENF_177;Transport scolaire;14:00;Fonsorbes;Villefranche de Lauragais;42;30;79
TRA_1537;18/04/2024;ENF_136;Formation professionnelle;11:30;L'Union;Castanet-Tolosan;13;30;57
TRA_1538;18/04/2024;ENF_095;Audience tribunal;14:15;Ramonville-Saint-Agne;Blagnac;6;30;71
TRA_1539;18/04/2024;ENF_171;Formation professionnelle;13:45;Castanet-Tolosan;Castanet-Tolosan;9;180;60
TRA_1540;18/04/2024;ENF_171;Visite familiale encadrée;14:45;Castanet-Tolosan;Portet-sur-Garonne;20;60;29
TRA_1541;18/04/2024;ENF_016;Formation professionnelle;10:00;Muret;Pins-Justaret;5;30;59
TRA_1542;18/04/2024;ENF_145;Visite éducative;12:30;Blagnac;Saint-Orens-de-Gameville;28;45;75
TRA_1543;18/04/2024;ENF_087;Audience tribunal;18:00;Castanet-Tolosan;Balma;34;180;54
